Start,End,Lobbyist,Client,Industry,ClientAddress
2014-01-07,2015-01-07,Amanda Morrow,IDEA Public Schools,Public School,"1822 W. Braker Lane #81734
Austin, Texas 78708
(30.391266649000443, -97.70551957399965)"
2014-01-07,2015-01-07,Amanda Morrow,Highland Resources,Real Estate,"211 E 7th Street, Suite 709
Austin, Texas 78701
(30.26843390200048, -97.74058875699967)"
2014-01-07,2015-01-07,Amanda Morrow,Qualico,Real Estate Development,"7940 Shoal Creek, Suite 201
Austin, Texas 78757
(30.36252221300049, -97.74024883199968)"
2014-01-07,2015-01-07,Amanda Morrow,Stream Realty,Real Estate,"400 West 15th St., Ste 1250
Austin, Texas 78701
(30.275937137000483, -97.73568411699966)"
2014-01-07,2015-01-07,Amanda Morrow,Seton,Real Estate,"1615 Poydras St., Suite 2273
New Orleans, Louisiana 70112
(29.952545951000445, -90.08011908699967)"
2014-01-07,2015-01-07,Amanda Morrow,Austin Acheive,Public School,"5908 Manor Road
Austin, Texas 78723
(30.30705749800046, -97.67971484299966)"
2014-01-07,2015-01-07,Lynn Carley,Urban Outfitters,Real Estate,"5000 South Broad Street
Philadelphia, Pennsylvania 19112
(39.88993802600049, -75.17589250399965)"
2014-01-07,2015-01-07,Lynn Carley,IDEA Public Schools,Public School,"1822 W. Braker Lane #81734
Austin, Texas 78708
(30.391266649000443, -97.70551957399965)"
2014-01-07,2015-01-07,Lynn Carley,Highland Resources,Real Estate,"211 E 7th Street, Suite 709
Austin, Texas 78701
(30.26843390200048, -97.74058875699967)"
2014-01-07,2015-01-07,Lynn Carley,Qualico,Real Estate Development,"7940 Shoal Creek, Suite 201
Austin, Texas 78757
(30.36252221300049, -97.74024883199968)"
2014-01-07,2015-01-07,Lynn Carley,Seton,Real Estate,"1615 Poydras St., Suite 2273
New Orleans, Louisiana 70112
(29.952545951000445, -90.08011908699967)"
2014-01-07,2015-01-07,Lynn Carley,Stream Realty,Real Estate,"400 West 15th St., Ste 1250
Austin, Texas 78701
(30.275937137000483, -97.73568411699966)"
2014-01-07,2015-01-07,Lynn Carley,Austin Acheive,Public School,"5908 Manor Road
Austin, Texas 78723
(30.30705749800046, -97.67971484299966)"
2014-01-07,2015-01-07,Lynn Carley,G5 Investments LLC,Real Estate Investment,"5515 Balcones Drive
Austin, Texas 78731
(30.336602594000453, -97.75763714799967)"
2014-01-07,2015-01-07,Lynn Carley,Jim Gallegos,Real Estate,"5515 Balcones Drive
Austin, Texas 78731
(30.336602594000453, -97.75763714799967)"
2014-01-07,2015-01-07,Lynn Carley,"Onion Associates, Ltd c/o Point West Properties",Real Estate,"PO Box 1090
Kyle, Texas 78640
(29.99945113800044, -97.84458914099969)"
2014-01-07,2015-01-07,Amanda Morrow,G5 Investments LLC,Real Estate Investment,"5515 Balcones Drive
Austin, Texas 78731
(30.336602594000453, -97.75763714799967)"
2014-01-07,2015-01-07,Amanda Morrow,Jim Gallegos,Real Estate,"5515 Balcones Drive
Austin, Texas 78731
(30.336602594000453, -97.75763714799967)"
2014-01-07,2015-01-07,Amanda Morrow,"Onion Associates, Ltd c/o Point West Properties",Real Estate,"PO Box 1090
Kyle, Texas 78640
(29.99945113800044, -97.84458914099969)"
2013-01-07,2014-01-07,Joseph  Lessard,Lone Star Rail District (Austin-San Antonio Commuter Rail District),Intermunicipal Commuter Rail District planning service,"P.O. Box 1618
San Marcos, Texas 78667
(29.86203164900047, -97.96248651999969)"
2012-01-07,2013-01-06,Brian Thompson,"United Cab, LLC",Taxicab Company,"18416 Dry Brooks Loop
Pflugerville, Texas 78660
(30.452665255000454, -97.57576276899965)"
2012-01-07,2013-01-06,Manuel Escobar,"United Cab, LLC",Taxicab Company,"18416 Dry Brooks Loop
Pflugerville, Texas 78660
(30.452665255000454, -97.57576276899965)"
2012-01-06,2013-01-05,Rebecca Moss,"National Works, Incorporated",Provider & Applicator of Manhole Coatings and Wastewater Pipe Linings,"P. O. Box 310909
New Braunfels, Texas 78131
(29.697160416000486, -98.11616936499968)"
2012-01-06,2013-01-05,Rebecca Moss,"Yacktman, Stephen and Ellyn",Real Estate,"3571 Fart West Blvd., #82
Austin, Texas 78731
(30.34721234300048, -97.7618080959997)"
2012-01-06,2013-01-05,Rebecca Moss,Lennar Buffington Colorado Crossing LP,Real Estate Development,"12301 Research Blvd., Bldg. 4, Suite 450
Dallas, Texas 75225
(32.865321176000464, -96.79465766699968)"
2012-01-06,2013-01-05,Rebecca Moss,Delaware North Companies/Travel Hospitality Services ,"Specialty food,beverage and retail concessions and merchandise","438 Main Street
Buffalo, New York 14202
(42.88604481800047, -78.87430870099968)"
2012-01-06,2013-01-05,Rebecca Moss,"Catellus Commercial Group, LLC",Real Estate Developer,"5720 LBJ Freeway, Suite 190
Dallas, Texas 75240
(32.92550473500046, -96.80917488099965)"
2012-01-06,2013-01-05,Rebecca Moss,"DFI Resources, LLC",Real Estate Development,"3801 Capitol of Texas Highway North, Suite F200
Austin, Texas 78746
(30.290922797000462, -97.80955970699966)"
2012-01-06,2013-01-05,Rebecca Moss,Waller Creek Conservancy,Not-for-profit entity for dev. of Waller Creek Project.,"2909 West 35th Street
Austin, Texas
(30.31222626100049, -97.76485493999968)"
2014-01-03,2015-01-03,Rick Triplett,"Bread & Circus, LLC ",Property Owner,"1007 East 40th Street
Austin, Texas 78751
(30.29707529400048, -97.71960220399967)"
2014-01-03,2015-01-03,Michael Whellan,"Met Center NYCTEX PHASE II, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,Rick Triplett,"Hillin, Jr., Robert ",Property Owner,"4448F Eck Lane
Austin, Texas 78734
(30.40780636900047, -97.93428040199967)"
2014-01-03,2015-01-03,Rick Triplett,"Rodriguez, Robert A.",Property Owner,"4900 Old Manor Road
Austin, Texas 78723
(30.297943466000447, -97.69205875999967)"
2014-01-03,2015-01-03,Rick Triplett,"Troublemaker Studios, LP",Film Industry,"4900 Old Manor Road
Austin, Texas 78723
(30.297943466000447, -97.69205875999967)"
2014-01-03,2015-01-03,R. Haywood,Kitchell Development Company,Real Estate Development,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.12212085100049, -117.32430929899971)"
2014-01-03,2015-01-03,Rick Triplett,Kitchell Development Company,Real Estate Development,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.12212085100049, -117.32430929899971)"
2014-01-03,2015-01-03,Peter Cesaro,Kitchell Development Company,Real Estate Development,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.12212085100049, -117.32430929899971)"
2014-01-03,2015-01-03,Peter Cesaro,"Lampting, Incorporated",Property Owner,"4131 Spicewood Springs Road, Building C-5
Austin, Texas 78759
(30.36998873100049, -97.75513922899967)"
2014-01-03,2015-01-03,Peter Cesaro,Austin Chronicle Corporation,Property Owner,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,Peter Cesaro,"Met Center NYCTEX PHASE II, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,Peter Cesaro,"South IH-35 Investors, LP",Property Owner,"4131 Spicewood Springs Road, Bldg. C-5
Austin, Texas 78759
(30.36998873100049, -97.75513922899967)"
2014-01-03,2015-01-03,Peter Cesaro,Coover & Coover,Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78740
(27.79641216300047, -97.40355953599965)"
2014-01-03,2015-01-03,Peter Cesaro,"Coover, David M. Jr.",Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78401
(27.800424034000457, -97.39402104399966)"
2014-01-03,2015-01-03,Peter Cesaro,Lica Pinkston,Property Owner,"P.O. Box 1277
Alice, Texas 78333
(27.752153464000457, -98.0732798149997)"
2014-01-03,2015-01-03,Michael Whellan,"Alliance Residential, LLC",Real Estate Development,"3108 North Lamar
Austin, Texas 78705
(30.300656948000437, -97.74601690599968)"
2014-01-03,2015-01-03,Michael Whellan,"SXSW Properties, Inc.",Property Owner,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,Peter Cesaro,"Constructive Ventures, Inc.",Property Owner,"100 East Eighth Street
Austin, Texas 78702
(30.269921058000477, -97.7420006699997)"
2014-01-03,2015-01-03,R. Haywood,"SXSW Properties, Inc.",Property Owner,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,Rick Triplett,"Scarbrough Ventures, L.L.C.",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303874990000452, -97.73701302399968)"
2014-01-03,2015-01-03,Rick Triplett,"SXSW Properties, Inc.",Property Owner,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,Peter Cesaro,"SXSW, Incorporated",Music Industry,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,Peter Cesaro,"Logan, Ellen Anderson",Property Owner,"3929 Villanova St.
Dallas, Texas 75225
(32.864323286000456, -96.80043050499967)"
2014-01-03,2015-01-03,Stephen Butler,Jack Brown Family III Limited Partnership,Property Owner/Developer,"3415 Northland Drive
Austin, Texas 78731
(30.33797650900044, -97.7581156499997)"
2014-01-03,2015-01-03,Peter Cesaro,"SXSW Properties, Inc.",Property Owner,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,Peter Cesaro,"Warshaw, Larry",Property Owner,"1000 East Eight Street
Austin, Texas 78702
(30.266837318000455, -97.73121060199969)"
2014-01-03,2015-01-03,R. Haywood,"Constructive Ventures, Inc.",Property Owner,"100 East Eighth Street
Austin, Texas 78702
(30.269921058000477, -97.7420006699997)"
2014-01-03,2015-01-03,R. Haywood,"Warshaw, Larry",Property Owner,"1000 East Eight Street
Austin, Texas 78702
(30.266837318000455, -97.73121060199969)"
2014-01-03,2015-01-03,Rick Triplett,"Constructive Ventures, Inc.",Property Owner,"100 East Eighth Street
Austin, Texas 78702
(30.269921058000477, -97.7420006699997)"
2014-01-03,2015-01-03,Rick Triplett,"Logan, Ellen Anderson",Property Owner,"3929 Villanova St.
Dallas, Texas 75225
(32.864323286000456, -96.80043050499967)"
2014-01-03,2015-01-03,Rick Triplett,"Warshaw, Larry",Property Owner,"1000 East Eight Street
Austin, Texas 78702
(30.266837318000455, -97.73121060199969)"
2014-01-03,2015-01-03,Michael Whellan,St. David's Healthcare Center,Healthcare Provider,"98 San Jacinto, Suite 1800
Austin, Texas 78701
(30.262322349000442, -97.74231207299965)"
2014-01-03,2015-01-03,R. Haywood,Austin Chronicle Corporation,Property Owner,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,R. Haywood,"Met Center NYCTEX PHASE II, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,R. Haywood,"South IH-35 Investors, LP",Property Owner,"4131 Spicewood Springs Road, Bldg. C-5
Austin, Texas 78759
(30.36998873100049, -97.75513922899967)"
2014-01-03,2015-01-03,Rick Triplett,"Austin American-Statesman,  Attn:Mike Vivio",Property Owner,"P. O. Box 670
Austin, Texas 78767
(30.270131946000447, -97.7419688009997)"
2014-01-03,2015-01-03,R. Haywood,"Austin American-Statesman,  Attn:Mike Vivio",Property Owner,"P. O. Box 670
Austin, Texas 78767
(30.270131946000447, -97.7419688009997)"
2014-01-03,2015-01-03,Peter Cesaro,"Austin American-Statesman,  Attn:Mike Vivio",Property Owner,"P. O. Box 670
Austin, Texas 78767
(30.270131946000447, -97.7419688009997)"
2014-01-03,2015-01-03,R. Haywood,"SXSW, Incorporated",Music Industry,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,Rick Triplett,"Coover, David M. Jr.",Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78401
(27.800424034000457, -97.39402104399966)"
2014-01-03,2015-01-03,Rick Triplett,Austin Chronicle Corporation,Property Owner,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,Rick Triplett,"Met Center NYCTEX PHASE II, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,Rick Triplett,Coover & Coover,Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78740
(27.79641216300047, -97.40355953599965)"
2014-01-03,2015-01-03,Rick Triplett,"South IH-35 Investors, LP",Property Owner,"4131 Spicewood Springs Road, Bldg. C-5
Austin, Texas 78759
(30.36998873100049, -97.75513922899967)"
2014-01-03,2015-01-03,Rick Triplett,"SXSW, Incorporated",Music Industry,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)"
2014-01-03,2015-01-03,Michael Whellan,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",Property Owner,"6700 Lakewood Drive
Austin, Texas 78731
(30.36592028400048, -97.78742267999968)"
2014-01-03,2015-01-03,Michael Whellan,Finley Company,Property Owner,"P. O. Box 2086
Austin, Texas 78768
(30.270131946000447, -97.7419688009997)"
2014-01-03,2015-01-03,Michael Whellan,Texas Disposal Systems Incorporated,Real Estate Investment/Development,"P.O. Box 17126
Austin, Texas 78760
(30.213851089000457, -97.73350907599968)"
2014-01-03,2015-01-03,Rick Triplett,"Highland Management, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
(30.269910351000476, -97.74363728299966)"
2014-01-03,2015-01-03,R. Haywood,"Highland Management, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
(30.269910351000476, -97.74363728299966)"
2014-01-03,2015-01-03,Peter Cesaro,"Highland Management, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
(30.269910351000476, -97.74363728299966)"
2014-01-03,2015-01-03,Stephen Butler,"International Bank of Commerce, Laredo, Texas",Property Owner,"816 Congress Avenue
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)"
2014-01-03,2015-01-03,Peter Cesaro,"International Bank of Commerce, Laredo, Texas",Property Owner,"816 Congress Avenue
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)"
2014-01-03,2015-01-03,Rick Triplett,"International Bank of Commerce, Laredo, Texas",Property Owner,"816 Congress Avenue
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)"
2014-01-03,2015-01-03,R. Haywood,"International Bank of Commerce, Laredo, Texas",Property Owner,"816 Congress Avenue
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)"
2014-01-03,2015-01-03,Rick Triplett,Lica Pinkston,Property Owner,"P.O. Box 1277
Alice, Texas 78333
(27.752153464000457, -98.0732798149997)"
2014-01-03,2015-01-03,Stephen Butler,"Alliance Residential, LLC",Real Estate Development,"3108 North Lamar
Austin, Texas 78705
(30.300656948000437, -97.74601690599968)"
2014-01-03,2015-01-03,Stephen Butler,"Riverside Resources Investments, Limited ",Property Owner,"100 Congress Avenue, Suite 780
Austin, Texas 78701
(30.26395091200044, -97.7443303069997)"
2014-01-03,2015-01-03,R. Haywood,"Lorenz, Perry",Property Owner,"1311-A East 6th Street
Austin, Texas 78702
(30.26396287600045, -97.72929547199965)"
2014-01-03,2015-01-03,Rick Triplett,"Lorenz, Perry",Property Owner,"1311-A East 6th Street
Austin, Texas 78702
(30.26396287600045, -97.72929547199965)"
2014-01-03,2015-01-03,Peter Cesaro,"Met Center NYCTEX, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,R. Haywood,"Met Center NYCTEX, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,Rick Triplett,"Met Center NYCTEX, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,Michael Whellan,"Met Center NYCTEX, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,Stephen Butler,"Taylor Morrison of Texas, Inc.",Property Owner/Developer,"805 Las Cimas Parkway, Suite 350
Austin, Texas 78746
(30.29053616900046, -97.83036581699969)"
2014-01-03,2015-01-03,Peter Cesaro,"Wong, M.D., Mitchel",Property Owner,"1009 East 40th Street
Austin, Texas 78751
(30.296985279000467, -97.7194126979997)"
2014-01-03,2015-01-03,R. Haywood,"Wong, M.D., Mitchel",Property Owner,"1009 East 40th Street
Austin, Texas 78751
(30.296985279000467, -97.7194126979997)"
2014-01-03,2015-01-03,Rick Triplett,"Wong, M.D., Mitchel",Property Owner,"1009 East 40th Street
Austin, Texas 78751
(30.296985279000467, -97.7194126979997)"
2014-01-03,2015-01-03,Rick Triplett,Zydeco Development ,Real Estate Development,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,R. Haywood,Zydeco Development ,Real Estate Development,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)"
2014-01-03,2015-01-03,R. Haywood,"Film Society of Austin, Incorporated",Film Industry,"1901 East 51st Street
Austin, Texas 78723
(30.30146353100048, -97.6947532909997)"
2014-01-03,2015-01-03,R. Haywood,Finley Company,Property Owner,"P. O. Box 2086
Austin, Texas 78768
(30.270131946000447, -97.7419688009997)"
2014-01-03,2015-01-03,R. Haywood,"Lampting, Incorporated",Property Owner,"4131 Spicewood Springs Road, Building C-5
Austin, Texas 78759
(30.36998873100049, -97.75513922899967)"
2014-01-03,2015-01-03,Rick Triplett,"Film Society of Austin, Incorporated",Film Industry,"1901 East 51st Street
Austin, Texas 78723
(30.30146353100048, -97.6947532909997)"
2014-01-03,2015-01-03,Rick Triplett,Finley Company,Property Owner,"P. O. Box 2086
Austin, Texas 78768
(30.270131946000447, -97.7419688009997)"
2014-01-03,2015-01-03,R. Haywood,"Coover, David M. Jr.",Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78401
(27.800424034000457, -97.39402104399966)"
2014-01-03,2015-01-03,R. Haywood,Coover & Coover,Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78740
(27.79641216300047, -97.40355953599965)"
2014-01-03,2015-01-03,Peter Cesaro,"HRI Development, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
(30.269910351000476, -97.74363728299966)"
