Start,End,Lobbyist,Client,Industry,Cluster,Address,Confidence,IndustryCat1,IndustryCat2
2014-01-03,2015-01-03,R. Haywood,South IH-35 Investors,Property Owner,841,"4131 Spicewood Springs Road, Bldg. C-5
Austin, Texas 78759
(30.36998873100049, -97.75513922899967)",0.892056110005,property management,
2014-01-03,2015-01-03,R. Haywood,"Austin American-Statesman,",Property Owner,864,"P. O. Box 670
Austin, Texas 78767
(30.270131946000447, -97.7419688009997)",0.89724629124,property management,
2014-01-03,2015-01-03,Rick Triplett,Met Center,Property Owner,572,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)",0.880788969994,property management,
2014-01-03,2015-01-03,Michael Whellan,Finley Company,Property Owner,60,"P. O. Box 2086
Austin, Texas 78768
(30.270131946000447, -97.7419688009997)",0.908048510551,property management,
2014-01-03,2015-01-03,Peter Cesaro,"International Bank of Commerce, Laredo, Texas",Property Owner,866,"816 Congress Avenue
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)",0.888324488854,property management,
2014-01-03,2015-01-03,R. Haywood,"International Bank of Commerce, Laredo, Texas",Property Owner,866,"816 Congress Avenue
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)",0.888324488854,property management,
2014-01-03,2015-01-03,Rick Triplett,Met Center,Property Owner,572,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)",0.875727591515,property management,
2014-01-03,2015-01-03,Stephen Butler,Taylor Morrison of Texas,Property Owner/Developer,758,"805 Las Cimas Parkway, Suite 350
Austin, Texas 78746
(30.29053616900046, -97.83036581699969)",0.893746846252,property management,
2014-01-03,2015-01-03,Rick Triplett,"Wong, M.D., Mitchel",Property Owner,875,"1009 East 40th Street
Austin, Texas 78751
(30.296985279000467, -97.7194126979997)",0.889344048997,property management,
2014-01-03,2015-01-03,R. Haywood,Twin Oaks Associates,Property Owner,659,"400 East St. Elmo
Austin, Texas 78745
(30.21549553200049, -97.76295870099966)",0.911994915584,property management,
2014-01-03,2015-01-03,Michael Whellan,Cypress Realty,Real Estate Development,47,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)",0.75590771238,real estate,
2014-01-03,2015-01-03,Michael Whellan,Stratus Properties,Live Music and Real Estate Development,640,"212 Lavaca Street, Suite 300
Austin, Texas 78701
(30.265741739000475, -97.74639946999969)",0.756676299231,art,music
2014-01-03,2015-01-03,R. Haywood,Tantallon Austin Hotel,Land Owner,520,"1500 San Lake Road
Orlando, Florida 32809
(28.450332013000434, -81.39802557499968)",0.903975897365,,
2014-01-03,2015-01-03,Stephen Butler,Ashton Woods Homes,Property Owner/Developer,894,"4201 West Parmer Lane, Bldg A, Suite 150
Austin, Texas 78727
(30.42658574200044, -97.71756383499968)",0.898961097002,property management,
2014-01-03,2015-01-03,Stephen Butler,KB Home Lone Star,Real Estate,193,"10800 Pecan Park Blvd., Suite 200
Austin, Texas 78750
(30.463797522000448, -97.80168770899968)",0.793169847557,real estate,
2014-01-03,2015-01-03,Rick Triplett,Weekley Homes,Home Builder,888,"1111 N. Post Oak Rd
Houston, Texas 77055
(29.78681981100044, -95.45697250699965)",0.894057227033,construction,
2013-01-03,2014-01-03,Wm. Bray,"Coover, David M. Jr.",Property Owner,842,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78401
(27.800424034000457, -97.39402104399966)",0.927996986442,property management,
2013-01-03,2014-01-03,Wm. Bray,Lica Pinkston,Property Owner,844,"P.O. Box 1277
Alice, Texas 78333
(27.752153464000457, -98.0732798149997)",0.882993989521,property management,
2013-01-03,2014-01-03,Wm. Bray,Kitchell Development,Real Estate Development,838,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.12212085100049, -117.32430929899971)",0.906266068419,real estate,
2013-01-03,2014-01-03,Nicholas Miller,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",Property Owner,954,"6700 Lakewood Drive
Austin, Texas 78731
(30.36592028400048, -97.78742267999968)",0.871091259377,property management,
2013-01-03,2014-01-03,Nicholas Miller,Churchill Forge,Property Owner/Manager,685,"7 Wells Avenue, Suite 14
Newton, Massachusetts 02459
(42.29440625000046, -71.20167179499964)",0.884028229449,,
2013-01-03,2014-01-03,Nicholas Miller,Cottonwood Holdings,Property Owner,132,"9900 Highway 290 East
Manor, Texas 78653
(30.33737591500045, -97.60087865599968)",0.874343004492,property management,
2013-01-03,2014-01-03,Nicholas Miller,Finley Company,Property Owner,60,"P. O. Box 2086
Austin, Texas 78768
(30.270131946000447, -97.7419688009997)",0.908048510551,property management,
2013-01-03,2014-01-03,Nicholas Miller,INTCO Development of Texas,Property Owner,922,"14855 Blanco Road, Suite 305
San Antonio, Texas 78216
(29.577618735000442, -98.51376894899965)",0.805292568036,property management,
2013-01-03,2014-01-03,Nicholas Miller,Kitchell Development,Real Estate Development,838,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.12212085100049, -117.32430929899971)",0.906266068419,real estate,
2013-01-03,2014-01-03,Nicholas Miller,KXAN,Property Owner,925,"908 West Martin Luther King
Austin, Texas 78701
(30.283366938000484, -97.74762296599965)",0.8939285477,property management,
2013-01-03,2014-01-03,Nicholas Miller,Margaret Scarbrough Wilson,Property Owner,790,"517 West 39th Street
Austin, Texas 78751
(30.303874990000452, -97.73701302399968)",0.744579704369,property management,
2013-01-03,2014-01-03,Nicholas Miller,Met Center,Property Owner,572,"611 West 15th Street
Austin, Texas 78701
(30.278703917000485, -97.74603822499967)",0.880788969994,property management,
2013-01-03,2014-01-03,Nicholas Miller,Riverside Resources,Property Owner/Developer,156,"100 Congress Avenue, Suite 780
Austin, Texas 78701
(30.26395091200044, -97.7443303069997)",0.855289328483,property management,
2013-01-03,2014-01-03,Nicholas Miller,"Robbins, Freddie H.",Property Owner,85,"P.O. Box 2014
Taos, New Mexico 87571
(36.395490415000495, -105.5715470509997)",0.922026640839,property management,
2013-01-03,2014-01-03,Nicholas Miller,Saint Edward's University,Real Property Owner,106,"3001 South Congress
Austin, Texas 78704
(30.232324808000442, -97.75854559099969)",0.859604814223,,
2013-01-03,2014-01-03,Nicholas Miller,Taylor Morrison of Texas,Property Owner/Developer,758,"805 Las Cimas Parkway, Suite 350
Austin, Texas 78746
(30.29053616900046, -97.83036581699969)",0.893746846252,property management,
2013-01-03,2014-01-03,Nicholas Miller,Treaty Oak Bank,Property Owner,938,"101 Westlake Drive
Austin, Texas 78746
(30.281956239000465, -97.8083563839997)",0.873906777965,property management,
2013-01-03,2014-01-03,Nicholas Miller,Twin Oaks Associates,Property Owner,659,"400 East St. Elmo
Austin, Texas 78745
(30.21549553200049, -97.76295870099966)",0.911994915584,property management,
2013-01-03,2014-01-03,Nicholas Miller,URSTCO GP,"Sales, Business and Rental",943,"6025 Kelsing Cove
Austin, Texas 78735
(30.247924666000472, -97.87632919899966)",0.890053914653,,
2013-01-03,2014-01-03,Nicholas Miller,Zapalac/Reed Construction Company,Construction,944,"3600 North Capital of Texas Highway, Bldg. B. Suite 130
Austin, Texas 78746
(30.334987060000458, -97.80662669599968)",0.905459556315,construction,
2013-01-03,2014-01-03,Wm. Bray,Christopher Commercial,Property Owner,681,"12918 Shops Parkway, Suite 600
Bee Cave, Texas 78738
(30.306747182000436, -97.94488045599968)",0.885297649437,property management,
2013-01-03,2014-01-03,Wm. Bray,"Logan, Ellen Anderson",Property Owner,856,"3929 Villanova St.
Dallas, Texas 75225
(32.864323286000456, -96.80043050499967)",0.899031933811,property management,
2013-01-03,2014-01-03,Wm. Bray,The Muskin Company,Property Owner,929,"4601 Spicewood Springs Road, Building 4, Suite 100
Austin, Texas 78759
(30.375005890000466, -97.76020376299965)",0.902020169629,property management,
2013-01-03,2014-01-03,Wm. Bray,"Warshaw, Larry",Property Owner,858,"1000 East Eight Street
Austin, Texas 78702
(30.266837318000455, -97.73121060199969)",0.914288816353,property management,
2013-01-03,2014-01-03,Wm. Bray,Zapalac/Reed Construction Company,Construction,944,"3600 North Capital of Texas Highway, Bldg. B. Suite 130
Austin, Texas 78746
(30.334987060000458, -97.80662669599968)",0.905459556315,construction,
2013-01-03,2014-01-03,Wm. Bray,Bread and Circus,Property Owner,610,"1007 East 40th Street
Austin, Texas 78751
(30.29707529400048, -97.71960220399967)",0.892662934959,property management,
2013-01-03,2014-01-03,Wm. Bray,"Rodriguez, Robert A.",Property Owner,835,"4900 Old Manor Road
Austin, Texas 78723
(30.297943466000447, -97.69205875999967)",0.888826705515,property management,
2013-01-03,2014-01-03,Wm. Bray,"Wong, M.D., Mitchel",Property Owner,875,"1009 East 40th Street
Austin, Texas 78751
(30.296985279000467, -97.7194126979997)",0.889344048997,property management,
2013-01-03,2014-01-03,Wm. Bray,Film Society of Austin,Film Industry,637,"1901 East 51st Street
Austin, Texas 78723
(30.30146353100048, -97.6947532909997)",0.889966669182,art,film
2015-01-30,2016-01-30,Michael Whellan,St. David's Foundation,Healthcare Provider,962,"811 Barton Springs Rd, Ste 600
Austin, Texas 78704
(30.259463820000065, -97.75331981799997)",0.731895387173,healthcare,
2015-01-29,2016-01-29,Mark Littlefield,Austin Film Studios,Austin Film Industry,638,"1901 E. 51st Street
Austin, Texas 78723
(30.301463340000055, -97.69475394299997)",0.873372212052,art,film
2014-09-04,2015-09-04,John Joseph,Austin Apartment Association,Association,524,"8640 Burnet Road, Ste 475
Austin, Texas 78757
(30.369088455000053, -97.72747067999995)",0.902238023281,,
2012-03-09,2013-03-09,Jay Hailey,RedLeaf Properties,Real Estate,504,"4330 Gaines Ranch Loop, Suite 100
Austin, Texas 78735
(30.24160114700004, -97.81571126999995)",0.82104454321,real estate,
2014-09-04,2015-09-04,John Joseph,Red Bluff Partners,Real Estate,1072,"4620B E Cesar Chavez
Austin, Texas 78702
(30.251920261000066, -97.70373145999997)",,real estate,
2014-05-15,2015-05-15,Craig Chick,Uber Technologies,Information Technology,479,"182 Howard Street, Ste 8
San Francisco, California 94105
(37.79082385400005, -122.39320829899998)",0.891822626958,,
2012-03-23,2013-03-23,Terri Broussard Williams,American Heart Association,Non-profit Public Health Organization,590,"10900-B Stonelake Blvd, Ste 320
Austin, Texas 78759
(30.400268698000048, -97.73620567199998)",0.91278705097,non-profit,public health
2012-04-25,2013-04-25,Allen Halbrook,Davey Tree Expert Company,Tree Trimming,221,"PO Box 5015
Livermore, California 94551
(37.69959855900004, -121.76300583199998)",0.921223029494,,
2013-07-16,2014-07-16,Robert Kleeman,Scotia Western States Housing,Housing Development,1073,"6340 N. Campbell Ave, Ste 240
Tucson, Arizona 85718
(32.32183740100004, -110.92938236899994)",,,
2013-07-16,2014-07-16,Robert Kleeman,Bob and Michael Herd,Construct house and boatdock,1074,"3901 Manhattan
Tyler, Texas 75201
(32.78735259100006, -96.79982822299996)",,,
2013-07-16,2014-07-16,Robert Kleeman,Deborah Dunn,House Permits,1075,"4902 Tortuda Place
Austin, Texas 78731
(30.347223572000075, -97.76292910799998)",,,
2014-07-18,2015-07-18,Pamela Madere,Austin Apartment Association,Association,524,"8640 Burnet Road, Ste 475
Austin, Texas 78757
(30.369088455000053, -97.72747067999995)",0.902238023281,,
2014-08-01,2016-07-31,Jeffrey Howard,Art at Bratton's Edge,Real Estate Development,725,"421 West 3rd Street
Austin, Texas 78701
(30.26645356100005, -97.74819792599999)",0.860584080219,real estate,
2014-08-01,2016-07-31,Jeffrey Howard,Canchola and Hyde Productions,Restaurant Operator,986,"Austin, Texas 78759
(30.401253715000053, -97.75332664499996)",0.786347568035,restaurant,
2014-08-01,2015-08-01,Jeffrey Howard,Neans Investments,Property Owner,987,"112 East Highway
Frederickburg, Texas 78624
(30.274553355000023, -98.88156815399998)",0.899287462234,property management,
2014-08-01,2016-07-31,Jeffrey Howard,Velocity Park I,Real Estate Development,719,"717 Cutlass Drive
Austin, Texas 78734
(30.37094593300003, -98.00063291199996)",0.882410109043,real estate,
2014-08-01,2016-07-31,Jeffrey Howard,Simmons Vedder Partners,Real Estate Development,712,"221 West 6th Street Suite 880
Austin, Texas 78701
(30.268554171000062, -97.74469729399999)",0.828046570222,real estate,
2014-08-01,2015-08-01,Jeffrey Howard,La V Restaurant,Restaurant,989,"1501 E 7th Street
Austin, Texas 78702
(30.26425385500005, -97.72703050899997)",0.874793469906,restaurant,
2014-08-01,2015-08-01,Jeffrey Howard,The City School,Private School,729,"1844 Teri Road
Austin, Texas 78744
(30.203745232000074, -97.75472675499998)",0.866882562637,education,
2013-01-03,2014-01-03,Wm. Bray,"Coover, David M. Jr.",Property Owner,842,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78401
(27.80042413700005, -97.39402106399996)",0.927996986442,property management,
2014-08-01,2016-07-31,Jeffrey Howard,Waterloo Development,Real Estate Development,917,"P.O. Box 27335
Austin, Texas 78755
(30.353871430000027, -97.75423909699998)",0.931751906872,real estate,
2013-01-03,2014-01-03,Wm. Bray,Lica Pinkston,Property Owner,844,"P.O. Box 1277
Alice, Texas 78333
(27.75213427700004, -98.07324939999995)",0.882993989521,property management,
2014-08-01,2016-07-31,Jeffrey Howard,AVG Partners,Real Estate Development,1001,"9595 Wilshire Boulevard, Suite 710
Beverly Hills, California 90212
(34.06709841800006, -118.40263974499999)",0.907290875912,real estate,
2015-01-06,2016-01-06,Amanda Morrow,Bob Gregory,Real Estate Investment/Development,687,"P.O. Box 17126
Austin, Texas 78760
(30.213692863000063, -97.73372632599995)",0.870902132988,real estate,
2014-08-01,2015-08-01,Jeffrey Howard,Johnson Four Corners,Real Estate Development,1006,"11017 Centennial Trail
Austin, Texas 78726
(30.442075137000074, -97.81580460399994)",0.881041626136,real estate,
2014-08-01,2015-08-01,Jeffrey Howard,Vinson Radke Investments,Real Estate Development,118,"2414 Exosition Blvd., Suite B-120
Austin, Texas 78703
(30.29780599700007, -97.76755625999999)",0.917082329591,real estate,
2014-08-01,2015-08-01,Jeffrey Howard,Essex and Delancey,Real Estate Development,511,"P.O. Box 171029
Austin, Texas 78717
(30.490713034000066, -97.76505815999997)",0.931957185268,real estate,
2011-11-18,2012-11-17,Brandon Aghamalian,Connecticut General Life Insurance Company,Healthcare Providor,172,"900 Cottage Grove Road
Hartford, Connecticut 06152
(41.79086877300006, -72.66109802799997)",0.927026808262,healthcare,
2013-08-20,2014-08-20,Alice Myers,McDonalds,Quick Service Food,159,"5508 Highway 290 West, Suite 100
Austin, Texas 78735
(30.237108400000068, -97.84068006399997)",0.873872801661,,
2014-08-01,2015-08-01,Jeffrey Howard,AJHSCCM,Real Estate Development,732,"4309 Pallidio Drive
Austin, Texas 78731
(30.36408294200004, -97.77134496299999)",0.868011593819,real estate,
2012-09-27,2013-09-27,Amelia Lopez Saltarelli,Rancho Garza,Land Development,196,"17830 Serene Hills Pass
Austin, Texas 78738
(30.34359537200004, -98.00549208499996)",0.883771558603,development,
2015-01-06,2016-01-06,Amanda Morrow,Episcopal Theological Seminary of the Southwest,Religious Assembly/Education,58,"P. O. Box 2247
Austin, Texas 78768
(30.268192267000074, -97.74662664699997)",0.905502161809,religious,
2014-08-05,2015-08-05,Joseph Lessard,Lone Star Rail District (Austin-San Antonio Commuter Rail District),Intermunicipal Commuter Rail District planning service,825,"304 North CM Allen Parkway
San Marcos, Texas 78667
(29.88489445400006, -97.93704734199997)",0.653196543455,,
2014-04-25,2015-04-25,Jerry Harris,Greater Austin Transportation Co. (Yellow Cab),Taxicab,509,"C/O Jerry Harris 111 Congress Ave, Ste 1400
Austin, Texas 78701
(30.264181261000033, -97.74422140099995)",0.876637,transportation,services
2014-10-16,2015-10-16,"Derlis ""Trey"" Salinas III","Cedar Park, TX",Municipal District,20,"450 Cypress Creek Rd
Cedar Park, Texas 78613
(30.497271741000077, -97.82044714799997)",0.854221483072,,
2013-01-03,2014-01-03,Wm. Bray,Kitchell Development,Real Estate Development,838,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.122121435000054, -117.32430929899999)",0.904095329344,real estate,
2014-01-03,2017-01-12,Peter Cesaro,Kitchell Development,Real Estate Development,838,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.122121435000054, -117.32430929899999)",0.904095329344,real estate,
2015-01-06,2016-01-06,Lynn Carley,Vivo Hospitality,Restaurant,690,"2015 Manor Road
Austin, Texas 78722
(30.284032772000046, -97.72060768999995)",0.881685870034,restaurant,
2015-01-12,2016-01-12,Katie King Ogden,Butler Family Partnership,Real Estate Development,276,"PO Box 9190
Austin, Texas 78766
(30.353932261000068, -97.73596834799997)",0.890247503916,real estate,
2014-10-16,2015-10-16,"Derlis ""Trey"" Salinas III",Spansion,High Tech,35,"Austin, Texas
(30.267593273000045, -97.74298658099997)",0.766877,technology,
2014-08-01,2015-08-01,Jeffrey Howard,Pearson Place at Avery Ranch,Real Estate Development,626,"2001 Summitt Park Drive, Suite 300
Orlando, Florida 32810
(28.63862273600006, -81.40235905099996)",0.908673465252,real estate,
